"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","DateTime"
"22015","1/1/2007","00:18:00",2.456,0,240.59,10.2,0,0,0,2007-01-01 00:18:00
"22016","1/1/2007","00:19:00",2.46,0,240.83,10.2,0,0,0,2007-01-01 00:19:00
"22017","1/1/2007","00:20:00",2.544,0.092,240.9,10.6,0,0,0,2007-01-01 00:20:00
"22018","1/1/2007","00:21:00",2.55,0.116,241.15,10.4,0,1,0,2007-01-01 00:21:00
"22019","1/1/2007","00:22:00",2.554,0.118,241.55,10.6,0,1,0,2007-01-01 00:22:00
"22020","1/1/2007","00:23:00",2.65,0.218,241.67,11,0,2,0,2007-01-01 00:23:00
"22021","1/1/2007","00:24:00",2.682,0.258,242.45,11,0,1,0,2007-01-01 00:24:00
"22022","1/1/2007","00:25:00",2.66,0.252,241.6,11,0,1,0,2007-01-01 00:25:00
"22023","1/1/2007","00:26:00",2.65,0.25,241.14,11,0,2,0,2007-01-01 00:26:00
"22024","1/1/2007","00:27:00",2.654,0.25,241.38,11,0,1,0,2007-01-01 00:27:00
"22025","1/1/2007","00:28:00",2.642,0.248,240.9,11,0,2,0,2007-01-01 00:28:00
"22026","1/1/2007","00:29:00",2.644,0.25,241.15,11,0,1,0,2007-01-01 00:29:00
"22027","1/1/2007","00:30:00",2.648,0.252,241.32,11,0,1,0,2007-01-01 00:30:00
"22028","1/1/2007","00:31:00",2.646,0.252,241.35,11,0,2,0,2007-01-01 00:31:00
"22029","1/1/2007","00:32:00",2.644,0.252,241.38,11,0,1,0,2007-01-01 00:32:00
"22030","1/1/2007","00:33:00",2.656,0.256,242.03,11,0,1,0,2007-01-01 00:33:00
"22031","1/1/2007","00:34:00",2.65,0.254,241.86,11,0,2,0,2007-01-01 00:34:00
"22032","1/1/2007","00:35:00",2.642,0.252,241.47,11,0,1,0,2007-01-01 00:35:00
"22033","1/1/2007","00:36:00",2.63,0.248,240.96,10.8,0,1,0,2007-01-01 00:36:00
"22034","1/1/2007","00:37:00",2.606,0.214,240.94,10.8,0,2,0,2007-01-01 00:37:00
"22035","1/1/2007","00:38:00",2.556,0.132,240.31,10.6,0,1,0,2007-01-01 00:38:00
"22036","1/1/2007","00:39:00",2.602,0.216,240.46,10.8,0,1,0,2007-01-01 00:39:00
"22037","1/1/2007","00:40:00",2.602,0.216,240.5,10.8,0,1,0,2007-01-01 00:40:00
"22038","1/1/2007","00:41:00",2.594,0.214,240.08,10.8,0,2,0,2007-01-01 00:41:00
"22039","1/1/2007","00:42:00",2.6,0.216,240.5,10.8,0,1,0,2007-01-01 00:42:00
"22040","1/1/2007","00:43:00",2.602,0.216,240.65,10.8,0,1,0,2007-01-01 00:43:00
"22041","1/1/2007","00:44:00",2.6,0.216,240.68,10.8,0,1,0,2007-01-01 00:44:00
"22042","1/1/2007","00:45:00",2.598,0.216,240.69,10.8,0,1,0,2007-01-01 00:45:00
"22043","1/1/2007","00:46:00",2.59,0.214,240.3,10.8,0,2,0,2007-01-01 00:46:00
"22044","1/1/2007","00:47:00",2.554,0.148,240.85,10.6,0,1,0,2007-01-01 00:47:00
"22045","1/1/2007","00:48:00",2.484,0,240.98,10.2,0,0,0,2007-01-01 00:48:00
"22046","1/1/2007","00:49:00",2.472,0,241.4,10.2,0,0,0,2007-01-01 00:49:00
"22047","1/1/2007","00:50:00",2.486,0,242.11,10.2,0,0,0,2007-01-01 00:50:00
"22048","1/1/2007","00:51:00",2.486,0,242.12,10.2,0,0,0,2007-01-01 00:51:00
"22049","1/1/2007","00:52:00",2.482,0,241.96,10.2,0,0,0,2007-01-01 00:52:00
"22050","1/1/2007","00:53:00",2.484,0,241.98,10.2,0,0,0,2007-01-01 00:53:00
"22051","1/1/2007","00:54:00",2.48,0,241.84,10.2,0,0,0,2007-01-01 00:54:00
"22052","1/1/2007","00:55:00",2.458,0,240.63,10.2,0,0,0,2007-01-01 00:55:00
"22053","1/1/2007","00:56:00",2.46,0,240.81,10.2,0,0,0,2007-01-01 00:56:00
"22054","1/1/2007","00:57:00",2.462,0,240.82,10.2,0,0,0,2007-01-01 00:57:00
"22055","1/1/2007","00:58:00",2.472,0,241.39,10.2,0,0,0,2007-01-01 00:58:00
"22056","1/1/2007","00:59:00",2.466,0,241.09,10.2,0,0,0,2007-01-01 00:59:00
"22057","1/1/2007","01:00:00",2.466,0,241.09,10.2,0,0,0,2007-01-01 01:00:00
"22058","1/1/2007","01:01:00",2.59,0.118,241.79,10.6,0,0,0,2007-01-01 01:01:00
"22059","1/1/2007","01:02:00",2.59,0.132,242.04,10.6,0,0,0,2007-01-01 01:02:00
"22060","1/1/2007","01:03:00",2.576,0.128,241.43,10.6,0,0,0,2007-01-01 01:03:00
"22061","1/1/2007","01:04:00",2.566,0.128,241.05,10.6,0,0,0,2007-01-01 01:04:00
"22062","1/1/2007","01:05:00",2.564,0.126,240.98,10.6,0,0,0,2007-01-01 01:05:00
"22063","1/1/2007","01:06:00",2.56,0.126,240.91,10.6,0,0,0,2007-01-01 01:06:00
"22064","1/1/2007","01:07:00",2.552,0.124,240.58,10.6,0,0,0,2007-01-01 01:07:00
"22065","1/1/2007","01:08:00",2.564,0.128,241.19,10.6,0,0,0,2007-01-01 01:08:00
"22066","1/1/2007","01:09:00",2.558,0.126,240.99,10.6,0,0,0,2007-01-01 01:09:00
"22067","1/1/2007","01:10:00",2.56,0.126,241.12,10.6,0,0,0,2007-01-01 01:10:00
"22068","1/1/2007","01:11:00",2.576,0.132,241.95,10.6,0,0,0,2007-01-01 01:11:00
"22069","1/1/2007","01:12:00",2.57,0.13,241.73,10.6,0,0,0,2007-01-01 01:12:00
"22070","1/1/2007","01:13:00",2.56,0.128,241.24,10.6,0,0,0,2007-01-01 01:13:00
"22071","1/1/2007","01:14:00",2.566,0.128,241.49,10.6,0,0,0,2007-01-01 01:14:00
"22072","1/1/2007","01:15:00",2.502,0,242,10.2,0,0,0,2007-01-01 01:15:00
"22073","1/1/2007","01:16:00",2.482,0,241.94,10.2,0,0,0,2007-01-01 01:16:00
"22074","1/1/2007","01:17:00",2.478,0,241.79,10.2,0,0,0,2007-01-01 01:17:00
"22075","1/1/2007","01:18:00",2.482,0,242,10.2,0,0,0,2007-01-01 01:18:00
"22076","1/1/2007","01:19:00",2.58,0.102,242.37,10.6,0,0,0,2007-01-01 01:19:00
"22077","1/1/2007","01:20:00",2.564,0.102,242.3,10.6,0,0,0,2007-01-01 01:20:00
"22078","1/1/2007","01:21:00",2.58,0.106,243.15,10.6,0,0,0,2007-01-01 01:21:00
"22079","1/1/2007","01:22:00",2.572,0.104,242.8,10.6,0,0,0,2007-01-01 01:22:00
"22080","1/1/2007","01:23:00",2.566,0.102,242.53,10.6,0,0,0,2007-01-01 01:23:00
"22081","1/1/2007","01:24:00",2.57,0.104,242.8,10.6,0,0,0,2007-01-01 01:24:00
"22082","1/1/2007","01:25:00",2.57,0.104,242.82,10.6,0,0,0,2007-01-01 01:25:00
"22083","1/1/2007","01:26:00",2.566,0.104,242.73,10.6,0,0,0,2007-01-01 01:26:00
"22084","1/1/2007","01:27:00",2.504,0,241.47,10.2,0,0,0,2007-01-01 01:27:00
"22085","1/1/2007","01:28:00",2.474,0,241.52,10.2,0,0,0,2007-01-01 01:28:00
"22086","1/1/2007","01:29:00",2.456,0,240.56,10.2,0,0,0,2007-01-01 01:29:00
"22087","1/1/2007","01:30:00",2.448,0,240.11,10.2,0,0,0,2007-01-01 01:30:00
"22088","1/1/2007","01:31:00",2.446,0,240.03,10.2,0,0,0,2007-01-01 01:31:00
"22089","1/1/2007","01:32:00",2.452,0,240.3,10.2,0,0,0,2007-01-01 01:32:00
"22090","1/1/2007","01:33:00",2.452,0,240.37,10.2,0,0,0,2007-01-01 01:33:00
"22091","1/1/2007","01:34:00",2.452,0,240.34,10.2,0,0,0,2007-01-01 01:34:00
"22092","1/1/2007","01:35:00",2.444,0,239.95,10.2,0,0,0,2007-01-01 01:35:00
"22093","1/1/2007","01:36:00",2.444,0,239.91,10.2,0,0,0,2007-01-01 01:36:00
"22094","1/1/2007","01:37:00",2.462,0,240.89,10.2,0,0,0,2007-01-01 01:37:00
"22095","1/1/2007","01:38:00",2.51,0.052,240.01,10.4,0,0,0,2007-01-01 01:38:00
"22096","1/1/2007","01:39:00",2.546,0.12,239.63,10.6,0,0,0,2007-01-01 01:39:00
"22097","1/1/2007","01:40:00",2.548,0.122,240,10.6,0,0,0,2007-01-01 01:40:00
"22098","1/1/2007","01:41:00",2.548,0.122,240.04,10.6,0,0,0,2007-01-01 01:41:00
"22099","1/1/2007","01:42:00",2.552,0.122,240.36,10.6,0,0,0,2007-01-01 01:42:00
"22100","1/1/2007","01:43:00",2.544,0.12,239.96,10.6,0,0,0,2007-01-01 01:43:00
"22101","1/1/2007","01:44:00",2.538,0.12,239.83,10.6,0,0,0,2007-01-01 01:44:00
"22102","1/1/2007","01:45:00",2.548,0.122,240.42,10.6,0,0,0,2007-01-01 01:45:00
"22103","1/1/2007","01:46:00",2.554,0.124,240.71,10.6,0,0,0,2007-01-01 01:46:00
"22104","1/1/2007","01:47:00",2.552,0.124,240.74,10.6,0,0,0,2007-01-01 01:47:00
"22105","1/1/2007","01:48:00",2.55,0.124,240.66,10.6,0,0,0,2007-01-01 01:48:00
"22106","1/1/2007","01:49:00",2.548,0.124,240.6,10.6,0,0,0,2007-01-01 01:49:00
"22107","1/1/2007","01:50:00",2.552,0.124,240.8,10.6,0,0,0,2007-01-01 01:50:00
"22108","1/1/2007","01:51:00",2.548,0.122,240.56,10.6,0,0,0,2007-01-01 01:51:00
"22109","1/1/2007","01:52:00",2.502,0.048,240.89,10.4,0,0,0,2007-01-01 01:52:00
"22110","1/1/2007","01:53:00",2.466,0,241.03,10.2,0,0,0,2007-01-01 01:53:00
"22111","1/1/2007","01:54:00",2.48,0,241.77,10.2,0,0,0,2007-01-01 01:54:00
"22112","1/1/2007","01:55:00",2.474,0,241.46,10.2,0,0,0,2007-01-01 01:55:00
"22113","1/1/2007","01:56:00",2.47,0,241.28,10.2,0,0,0,2007-01-01 01:56:00
"22114","1/1/2007","01:57:00",2.464,0,240.93,10.2,0,0,0,2007-01-01 01:57:00
"22115","1/1/2007","01:58:00",2.45,0,240.24,10.2,0,0,0,2007-01-01 01:58:00
"22116","1/1/2007","01:59:00",2.496,0,239.61,10.4,0,0,0,2007-01-01 01:59:00
"22117","1/1/2007","02:00:00",2.504,0.088,239.26,10.4,0,0,0,2007-01-01 02:00:00
"22118","1/1/2007","02:01:00",2.54,0.096,241.07,10.4,0,0,0,2007-01-01 02:01:00
"22119","1/1/2007","02:02:00",2.568,0.102,242.48,10.6,0,0,0,2007-01-01 02:02:00
"22120","1/1/2007","02:03:00",2.566,0.102,242.42,10.6,0,0,0,2007-01-01 02:03:00
"22121","1/1/2007","02:04:00",2.574,0.106,242.95,10.6,0,0,0,2007-01-01 02:04:00
"22122","1/1/2007","02:05:00",2.582,0.108,243.38,10.6,0,0,0,2007-01-01 02:05:00
"22123","1/1/2007","02:06:00",2.576,0.106,243.17,10.6,0,0,0,2007-01-01 02:06:00
"22124","1/1/2007","02:07:00",2.556,0.082,242.89,10.4,0,0,0,2007-01-01 02:07:00
"22125","1/1/2007","02:08:00",2.502,0,242.94,10.2,0,0,0,2007-01-01 02:08:00
"22126","1/1/2007","02:09:00",2.514,0,243.57,10.2,0,0,0,2007-01-01 02:09:00
"22127","1/1/2007","02:10:00",2.508,0,243.28,10.2,0,0,0,2007-01-01 02:10:00
"22128","1/1/2007","02:11:00",2.52,0,243.91,10.2,0,0,0,2007-01-01 02:11:00
"22129","1/1/2007","02:12:00",2.518,0,243.76,10.2,0,0,0,2007-01-01 02:12:00
"22130","1/1/2007","02:13:00",2.518,0,243.81,10.2,0,0,0,2007-01-01 02:13:00
"22131","1/1/2007","02:14:00",2.514,0,243.57,10.2,0,0,0,2007-01-01 02:14:00
"22132","1/1/2007","02:15:00",2.54,0,243.32,10.4,0,0,0,2007-01-01 02:15:00
"22133","1/1/2007","02:16:00",2.608,0.134,242.76,10.6,0,0,0,2007-01-01 02:16:00
"22134","1/1/2007","02:17:00",2.622,0.14,243.66,10.6,0,0,0,2007-01-01 02:17:00
"22135","1/1/2007","02:18:00",2.618,0.138,243.64,10.6,0,0,0,2007-01-01 02:18:00
"22136","1/1/2007","02:19:00",2.618,0.138,243.72,10.6,0,0,0,2007-01-01 02:19:00
"22137","1/1/2007","02:20:00",2.624,0.142,244.15,10.6,0,0,0,2007-01-01 02:20:00
"22138","1/1/2007","02:21:00",2.632,0.144,244.6,10.6,0,0,0,2007-01-01 02:21:00
"22139","1/1/2007","02:22:00",2.63,0.144,244.5,10.6,0,0,0,2007-01-01 02:22:00
"22140","1/1/2007","02:23:00",2.622,0.142,244.22,10.6,0,0,0,2007-01-01 02:23:00
"22141","1/1/2007","02:24:00",2.614,0.14,243.88,10.6,0,0,0,2007-01-01 02:24:00
"22142","1/1/2007","02:25:00",2.596,0.136,242.97,10.6,0,0,0,2007-01-01 02:25:00
"22143","1/1/2007","02:26:00",2.598,0.136,243.07,10.6,0,0,0,2007-01-01 02:26:00
"22144","1/1/2007","02:27:00",2.584,0.132,242.45,10.6,0,0,0,2007-01-01 02:27:00
"22145","1/1/2007","02:28:00",2.592,0.134,242.84,10.6,0,0,0,2007-01-01 02:28:00
"22146","1/1/2007","02:29:00",2.568,0.086,243.33,10.4,0,0,0,2007-01-01 02:29:00
"22147","1/1/2007","02:30:00",2.514,0,243.63,10.2,0,0,0,2007-01-01 02:30:00
"22148","1/1/2007","02:31:00",2.518,0,243.79,10.2,0,0,0,2007-01-01 02:31:00
"22149","1/1/2007","02:32:00",2.518,0,243.81,10.2,0,0,0,2007-01-01 02:32:00
"22150","1/1/2007","02:33:00",2.522,0,244,10.2,0,0,0,2007-01-01 02:33:00
"22151","1/1/2007","02:34:00",2.532,0,244.5,10.2,0,0,0,2007-01-01 02:34:00
"22152","1/1/2007","02:35:00",2.542,0,244.99,10.2,0,0,0,2007-01-01 02:35:00
"22153","1/1/2007","02:36:00",2.532,0,244.47,10.2,0,0,0,2007-01-01 02:36:00
"22154","1/1/2007","02:37:00",2.504,0,242.98,10.2,0,0,0,2007-01-01 02:37:00
"22155","1/1/2007","02:38:00",2.498,0,242.78,10.2,0,0,0,2007-01-01 02:38:00
"22156","1/1/2007","02:39:00",2.5,0,242.86,10.2,0,0,0,2007-01-01 02:39:00
"22157","1/1/2007","02:40:00",2.57,0.084,242.49,10.6,0,0,0,2007-01-01 02:40:00
"22158","1/1/2007","02:41:00",2.568,0.104,242.6,10.6,0,0,0,2007-01-01 02:41:00
"22159","1/1/2007","02:42:00",2.576,0.104,242.96,10.6,0,0,0,2007-01-01 02:42:00
"22160","1/1/2007","02:43:00",2.574,0.104,242.85,10.6,0,0,0,2007-01-01 02:43:00
"22161","1/1/2007","02:44:00",2.614,0.15,242.46,10.8,0,0,0,2007-01-01 02:44:00
"22162","1/1/2007","02:45:00",2.654,0.23,242.87,10.8,0,1,0,2007-01-01 02:45:00
"22163","1/1/2007","02:46:00",2.67,0.234,243.73,11,0,1,0,2007-01-01 02:46:00
"22164","1/1/2007","02:47:00",2.666,0.236,243.71,11,0,2,0,2007-01-01 02:47:00
"22165","1/1/2007","02:48:00",2.624,0.18,243.2,10.8,0,1,0,2007-01-01 02:48:00
"22166","1/1/2007","02:49:00",2.58,0.122,242.69,10.6,0,2,0,2007-01-01 02:49:00
"22167","1/1/2007","02:50:00",2.586,0.124,243.02,10.6,0,1,0,2007-01-01 02:50:00
"22168","1/1/2007","02:51:00",2.592,0.126,243.29,10.6,0,1,0,2007-01-01 02:51:00
"22169","1/1/2007","02:52:00",2.588,0.124,243.1,10.6,0,2,0,2007-01-01 02:52:00
"22170","1/1/2007","02:53:00",2.692,0.242,243.15,11,0,1,0,2007-01-01 02:53:00
"22171","1/1/2007","02:54:00",2.696,0.264,243.15,11,0,2,0,2007-01-01 02:54:00
"22172","1/1/2007","02:55:00",2.69,0.262,243.11,11,0,1,0,2007-01-01 02:55:00
"22173","1/1/2007","02:56:00",2.694,0.264,243.46,11,0,1,0,2007-01-01 02:56:00
"22174","1/1/2007","02:57:00",2.68,0.26,242.82,11,0,2,0,2007-01-01 02:57:00
"22175","1/1/2007","02:58:00",2.666,0.256,242.23,11,0,1,0,2007-01-01 02:58:00
"22176","1/1/2007","02:59:00",2.654,0.254,241.74,11,0,1,0,2007-01-01 02:59:00
"22177","1/1/2007","03:00:00",2.648,0.254,241.63,11,0,2,0,2007-01-01 03:00:00
"22178","1/1/2007","03:01:00",2.666,0.26,242.65,11,0,1,0,2007-01-01 03:01:00
"22179","1/1/2007","03:02:00",2.672,0.262,242.96,11,0,1,0,2007-01-01 03:02:00
"22180","1/1/2007","03:03:00",2.67,0.262,242.97,11,0,1,0,2007-01-01 03:03:00
"22181","1/1/2007","03:04:00",2.672,0.262,243.18,11,0,2,0,2007-01-01 03:04:00
"22182","1/1/2007","03:05:00",2.666,0.262,242.91,11,0,1,0,2007-01-01 03:05:00
"22183","1/1/2007","03:06:00",2.662,0.246,243.29,11,0,1,0,2007-01-01 03:06:00
"22184","1/1/2007","03:07:00",2.58,0.126,243.28,10.6,0,1,0,2007-01-01 03:07:00
"22185","1/1/2007","03:08:00",2.57,0.122,242.8,10.6,0,2,0,2007-01-01 03:08:00
"22186","1/1/2007","03:09:00",2.57,0.122,242.81,10.6,0,1,0,2007-01-01 03:09:00
"22187","1/1/2007","03:10:00",2.568,0.122,242.72,10.6,0,1,0,2007-01-01 03:10:00
"22188","1/1/2007","03:11:00",2.58,0.126,243.34,10.6,0,1,0,2007-01-01 03:11:00
"22189","1/1/2007","03:12:00",2.558,0.07,243.87,10.4,0,1,0,2007-01-01 03:12:00
"22190","1/1/2007","03:13:00",2.522,0,244.02,10.2,0,0,0,2007-01-01 03:13:00
"22191","1/1/2007","03:14:00",2.52,0,243.85,10.2,0,0,0,2007-01-01 03:14:00
"22192","1/1/2007","03:15:00",2.506,0,243.2,10.2,0,0,0,2007-01-01 03:15:00
"22193","1/1/2007","03:16:00",2.532,0,242.76,10.4,0,0,0,2007-01-01 03:16:00
"22194","1/1/2007","03:17:00",2.55,0,242.82,10.4,0,0,0,2007-01-01 03:17:00
"22195","1/1/2007","03:18:00",2.54,0,243.04,10.4,0,0,0,2007-01-01 03:18:00
"22196","1/1/2007","03:19:00",2.764,0,242.39,11.4,0,0,0,2007-01-01 03:19:00
"22197","1/1/2007","03:20:00",2.7,0,243,11,0,0,0,2007-01-01 03:20:00
"22198","1/1/2007","03:21:00",2.8,0.114,243.66,11.4,0,0,0,2007-01-01 03:21:00
"22199","1/1/2007","03:22:00",2.54,0.118,244.16,10.4,0,0,0,2007-01-01 03:22:00
"22200","1/1/2007","03:23:00",2.548,0.12,244.56,10.4,0,0,0,2007-01-01 03:23:00
"22201","1/1/2007","03:24:00",2.554,0.122,244.86,10.4,0,0,0,2007-01-01 03:24:00
"22202","1/1/2007","03:25:00",2.558,0.122,245.07,10.4,0,0,0,2007-01-01 03:25:00
"22203","1/1/2007","03:26:00",2.542,0.12,244.39,10.4,0,0,0,2007-01-01 03:26:00
"22204","1/1/2007","03:27:00",2.536,0.118,244.06,10.4,0,0,0,2007-01-01 03:27:00
"22205","1/1/2007","03:28:00",2.534,0.118,244.01,10.4,0,0,0,2007-01-01 03:28:00
"22206","1/1/2007","03:29:00",2.468,0,243.43,10,0,0,0,2007-01-01 03:29:00
"22207","1/1/2007","03:30:00",2.522,0.088,243.08,10.4,0,0,0,2007-01-01 03:30:00
"22208","1/1/2007","03:31:00",2.556,0.144,243.12,10.4,0,0,0,2007-01-01 03:31:00
"22209","1/1/2007","03:32:00",2.536,0.14,242.36,10.4,0,0,0,2007-01-01 03:32:00
"22210","1/1/2007","03:33:00",2.532,0.14,242.17,10.4,0,0,0,2007-01-01 03:33:00
"22211","1/1/2007","03:34:00",2.536,0.142,242.55,10.4,0,0,0,2007-01-01 03:34:00
"22212","1/1/2007","03:35:00",2.534,0.142,242.57,10.4,0,0,0,2007-01-01 03:35:00
"22213","1/1/2007","03:36:00",2.538,0.144,242.78,10.4,0,0,0,2007-01-01 03:36:00
"22214","1/1/2007","03:37:00",2.538,0.144,242.89,10.4,0,0,0,2007-01-01 03:37:00
"22215","1/1/2007","03:38:00",2.54,0.144,243,10.4,0,0,0,2007-01-01 03:38:00
"22216","1/1/2007","03:39:00",2.54,0.144,243.07,10.4,0,0,0,2007-01-01 03:39:00
"22217","1/1/2007","03:40:00",2.546,0.146,243.43,10.4,0,0,0,2007-01-01 03:40:00
"22218","1/1/2007","03:41:00",2.55,0.148,243.66,10.4,0,0,0,2007-01-01 03:41:00
"22219","1/1/2007","03:42:00",2.542,0.146,243.25,10.4,0,0,0,2007-01-01 03:42:00
"22220","1/1/2007","03:43:00",2.544,0.146,243.39,10.4,0,0,0,2007-01-01 03:43:00
"22221","1/1/2007","03:44:00",2.466,0,243.8,10,0,0,0,2007-01-01 03:44:00
"22222","1/1/2007","03:45:00",2.45,0,243.29,10,0,0,0,2007-01-01 03:45:00
"22223","1/1/2007","03:46:00",2.446,0,243.18,10,0,0,0,2007-01-01 03:46:00
"22224","1/1/2007","03:47:00",2.456,0,243.63,10,0,0,0,2007-01-01 03:47:00
"22225","1/1/2007","03:48:00",2.46,0,243.77,10,0,0,0,2007-01-01 03:48:00
"22226","1/1/2007","03:49:00",2.448,0,243.18,10,0,0,0,2007-01-01 03:49:00
"22227","1/1/2007","03:50:00",2.458,0,243.66,10,0,0,0,2007-01-01 03:50:00
"22228","1/1/2007","03:51:00",2.456,0,243.61,10,0,0,0,2007-01-01 03:51:00
"22229","1/1/2007","03:52:00",2.452,0,243.44,10,0,0,0,2007-01-01 03:52:00
"22230","1/1/2007","03:53:00",2.448,0,243.18,10,0,0,0,2007-01-01 03:53:00
"22231","1/1/2007","03:54:00",2.45,0,243.18,10,0,0,0,2007-01-01 03:54:00
"22232","1/1/2007","03:55:00",2.45,0,243.21,10,0,0,0,2007-01-01 03:55:00
"22233","1/1/2007","03:56:00",2.456,0,243.49,10,0,0,0,2007-01-01 03:56:00
"22234","1/1/2007","03:57:00",2.43,0,243.19,10,0,0,0,2007-01-01 03:57:00
"22235","1/1/2007","03:58:00",2.42,0,242.99,9.8,0,0,0,2007-01-01 03:58:00
"22236","1/1/2007","03:59:00",2.404,0,242.13,9.8,0,0,0,2007-01-01 03:59:00
"22237","1/1/2007","04:00:00",2.4,0,241.96,9.8,0,0,0,2007-01-01 04:00:00
"22238","1/1/2007","04:01:00",2.416,0,241.47,10,0,0,0,2007-01-01 04:01:00
"22239","1/1/2007","04:02:00",2.476,0.102,241.91,10.2,0,0,0,2007-01-01 04:02:00
"22240","1/1/2007","04:03:00",2.474,0.102,241.91,10.2,0,0,0,2007-01-01 04:03:00
"22241","1/1/2007","04:04:00",2.482,0.104,242.2,10.2,0,0,0,2007-01-01 04:04:00
"22242","1/1/2007","04:05:00",2.484,0.104,242.38,10.2,0,0,0,2007-01-01 04:05:00
"22243","1/1/2007","04:06:00",2.474,0.102,241.96,10.2,0,0,0,2007-01-01 04:06:00
"22244","1/1/2007","04:07:00",2.474,0.102,242,10.2,0,0,0,2007-01-01 04:07:00
"22245","1/1/2007","04:08:00",2.58,0.232,241.31,10.6,0,0,0,2007-01-01 04:08:00
"22246","1/1/2007","04:09:00",2.574,0.224,242.23,10.6,0,0,0,2007-01-01 04:09:00
"22247","1/1/2007","04:10:00",2.518,0.136,242.68,10.4,0,0,0,2007-01-01 04:10:00
"22248","1/1/2007","04:11:00",2.522,0.138,242.99,10.4,0,0,0,2007-01-01 04:11:00
"22249","1/1/2007","04:12:00",2.498,0.132,241.8,10.2,0,0,0,2007-01-01 04:12:00
"22250","1/1/2007","04:13:00",2.496,0.132,241.82,10.2,0,0,0,2007-01-01 04:13:00
"22251","1/1/2007","04:14:00",2.496,0.132,241.89,10.2,0,0,0,2007-01-01 04:14:00
"22252","1/1/2007","04:15:00",2.486,0.13,241.44,10.2,0,0,0,2007-01-01 04:15:00
"22253","1/1/2007","04:16:00",2.488,0.13,241.57,10.2,0,0,0,2007-01-01 04:16:00
"22254","1/1/2007","04:17:00",2.48,0.128,241.15,10.2,0,0,0,2007-01-01 04:17:00
"22255","1/1/2007","04:18:00",2.488,0.132,241.67,10.2,0,0,0,2007-01-01 04:18:00
"22256","1/1/2007","04:19:00",2.49,0.132,241.78,10.2,0,0,0,2007-01-01 04:19:00
"22257","1/1/2007","04:20:00",2.484,0.13,241.53,10.2,0,0,0,2007-01-01 04:20:00
"22258","1/1/2007","04:21:00",2.464,0.104,241.34,10.2,0,0,0,2007-01-01 04:21:00
"22259","1/1/2007","04:22:00",2.398,0,241.79,9.8,0,0,0,2007-01-01 04:22:00
"22260","1/1/2007","04:23:00",2.392,0,241.48,9.8,0,0,0,2007-01-01 04:23:00
"22261","1/1/2007","04:24:00",2.406,0,242.25,9.8,0,0,0,2007-01-01 04:24:00
"22262","1/1/2007","04:25:00",2.398,0,241.76,9.8,0,0,0,2007-01-01 04:25:00
"22263","1/1/2007","04:26:00",2.398,0,241.83,9.8,0,0,0,2007-01-01 04:26:00
"22264","1/1/2007","04:27:00",2.398,0,240.61,9.8,0,0,0,2007-01-01 04:27:00
"22265","1/1/2007","04:28:00",2.402,0,240.97,9.8,0,0,0,2007-01-01 04:28:00
"22266","1/1/2007","04:29:00",2.406,0,242,9.8,0,0,0,2007-01-01 04:29:00
"22267","1/1/2007","04:30:00",2.412,0,242.56,9.8,0,0,0,2007-01-01 04:30:00
"22268","1/1/2007","04:31:00",2.42,0,243.02,9.8,0,0,0,2007-01-01 04:31:00
